Rank,Team,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Patrick Mahomes II,KC,35,50,70.0,406,8.1,5,0,0,0,0,0,0,1,36.2,36.2,92.9%,2021,QB,10
2,Dak Prescott,DAL,24,31,77.4,296,9.5,2,0,0,2,5,1,0,1,26.3,26.3,37.8%,2021,QB,10
3,Josh Allen,BUF,21,28,75.0,366,13.1,2,1,2,2,3,0,0,1,21.9,21.9,97.2%,2021,QB,10
4,Mac Jones,JAC,19,23,82.6,198,8.6,3,0,2,0,0,0,0,1,19.9,19.9,5.6%,2021,QB,10
5,Trevor Siemian,FA,19,34,55.9,298,8.8,2,0,4,0,0,0,0,1,19.9,19.9,0.0%,2021,QB,10
6,Jalen Hurts,PHI,16,23,69.6,178,7.7,2,1,2,13,55,0,0,1,19.6,19.6,91.6%,2021,QB,10
7,Derek Carr,NO,25,35,71.4,261,7.5,2,1,2,3,18,0,0,1,19.2,19.2,20.5%,2021,QB,10
8,Ryan Tannehill,FA,19,27,70.4,213,7.9,1,0,2,5,1,1,0,1,18.6,18.6,1.3%,2021,QB,10
9,Kirk Cousins,ATL,25,37,67.6,294,7.9,2,0,2,4,-3,0,1,1,17.5,17.5,43.6%,2021,QB,10
10,Lamar Jackson,BAL,26,43,60.5,238,5.5,1,1,4,9,39,0,0,1,16.4,16.4,97.0%,2021,QB,10
11,Mason Rudolph,TEN,30,50,60.0,242,4.8,1,1,0,4,36,0,0,1,16.3,16.3,3.0%,2021,QB,10
12,Taylor Heinicke,LAC,26,32,81.3,256,8.0,1,0,5,3,15,0,0,1,15.7,15.7,1.1%,2021,QB,10
13,Jimmy Garoppolo,LAR,15,19,78.9,182,9.6,2,0,1,2,1,0,0,1,15.4,15.4,2.8%,2021,QB,10
14,Tom Brady,FA,23,34,67.6,220,6.5,2,2,0,1,2,0,0,1,15.0,15.0,5.3%,2021,QB,10
15,Justin Herbert,LAC,20,34,58.8,195,5.7,1,1,2,2,22,0,0,1,13.0,13.0,77.4%,2021,QB,10
16,Tua Tagovailoa,MIA,8,13,61.5,158,12.2,0,0,1,3,0,1,0,1,12.3,12.3,62.5%,2021,QB,10
17,Matthew Stafford,LAR,26,41,63.4,243,5.9,1,2,2,1,1,0,0,1,11.8,11.8,54.5%,2021,QB,10
18,Cam Newton,FA,3,4,75.0,8,2.0,1,0,0,3,14,1,0,1,11.7,11.7,7.0%,2021,QB,10
19,Aaron Rodgers,NYJ,23,37,62.2,292,7.9,0,1,1,2,8,0,0,1,11.5,11.5,47.5%,2021,QB,10
20,Trevor Lawrence,JAC,16,35,45.7,162,4.6,0,0,3,5,33,0,1,1,9.8,9.8,30.9%,2021,QB,10
21,Teddy Bridgewater,DET,22,36,61.1,226,6.3,0,0,1,0,0,0,0,1,9.0,9.0,0.8%,2021,QB,10
22,Russell Wilson,PIT,20,40,50.0,161,4.0,0,2,3,5,32,0,0,1,7.6,7.6,48.0%,2021,QB,10
23,Brian Hoyer,FA,3,3,100.0,85,28.3,1,0,0,2,-2,0,0,1,7.2,7.2,0.0%,2021,QB,10
24,Carson Wentz,KC,22,34,64.7,180,5.3,0,0,1,4,-1,0,0,1,7.1,7.1,1.1%,2021,QB,10
25,Jacoby Brissett,NE,11,23,47.8,156,6.8,0,0,2,1,4,0,0,1,6.6,6.6,3.9%,2021,QB,10
26,P.J. Walker,FA,22,29,75.9,167,5.8,0,1,0,3,6,0,1,1,6.3,6.3,0.0%,2021,QB,10
27,Mike White,BUF,24,44,54.5,251,5.7,0,4,1,0,0,0,0,1,6.0,6.0,1.0%,2021,QB,10
28,Baker Mayfield,TB,11,21,52.4,73,3.5,1,1,2,0,0,0,0,1,5.9,5.9,86.5%,2021,QB,10
29,Joe Flacco,IND,3,3,100.0,47,15.7,1,0,0,0,0,0,0,1,5.9,5.9,8.4%,2021,QB,10
30,Jared Goff,DET,14,25,56.0,114,4.6,0,0,4,0,0,0,0,1,4.6,4.6,83.6%,2021,QB,10
31,Taysom Hill,NO,2,2,100.0,11,5.5,0,0,0,3,23,0,0,1,4.2,4.2,27.7%,2021,QB,10
32,Case Keenum,HOU,8,12,66.7,81,6.8,0,0,3,0,0,0,0,1,3.2,3.2,0.0%,2021,QB,10
33,Matt Ryan,FA,9,21,42.9,117,5.6,0,2,2,0,0,0,0,1,2.7,2.7,0.1%,2021,QB,10
34,Chris Streveler,FA,6,9,66.7,36,4.0,0,0,2,2,4,0,0,1,1.8,1.8,0.0%,2021,QB,10
35,Colt McCoy,FA,11,20,55.0,107,5.4,0,1,2,1,-1,0,1,1,1.2,1.2,0.0%,2021,QB,10
36,Cooper Rush,DAL,3,3,100.0,17,5.7,0,0,0,3,-6,0,0,1,0.1,0.1,6.1%,2021,QB,10
37,Feleipe Franks,CAR,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2021,QB,10
38,Chad Henne,FA,0,0,0,0,0,0,0,0,2,-2,0,0,1,-0.2,-0.2,0.9%,2021,QB,10
39,Davis Webb,FA,0,0,0,0,0,0,0,0,2,-3,0,0,1,-0.3,-0.3,0.0%,2021,QB,10
40,Josh Rosen,FA,1,6,16.7,14,2.3,0,1,0,0,0,0,0,1,-0.4,-0.4,0.0%,2021,QB,10
