Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Tyreek Hill,MIA,11,15,215,19.5,47,5,2,0,0,0,0,1,33.5,33.5,92.8%,2023,WR,1
2,Brandon Aiyuk,SF,8,8,129,16.1,23,2,2,0,0,0,0,1,24.9,24.9,43.5%,2023,WR,1
3,Jakobi Meyers,LV,9,10,81,9.0,21,1,2,0,0,0,0,1,20.1,20.1,72.7%,2023,WR,1
4,Kendrick Bourne,NE,6,11,64,10.7,19,0,2,0,0,0,0,1,18.4,18.4,4.0%,2023,WR,1
5,Stefon Diggs,HOU,10,13,102,10.2,18,0,1,0,0,0,0,1,16.2,16.2,46.3%,2023,WR,1
6,Calvin Ridley,TEN,8,11,101,12.6,29,2,1,0,0,0,0,1,16.1,16.1,77.8%,2023,WR,1
7,Michael Pittman Jr.,IND,8,11,97,12.1,39,1,1,0,0,0,0,1,15.7,15.7,70.7%,2023,WR,1
8,Justin Jefferson,MIN,9,12,150,16.7,42,4,0,0,0,0,0,1,15.0,15.0,98.3%,2023,WR,1
9,Romeo Doubs,GB,4,5,26,6.5,13,0,2,0,0,0,0,1,14.6,14.6,47.5%,2023,WR,1
10,Rashid Shaheed,NO,5,6,89,17.8,41,2,1,2,11,0,1,1,14.0,14.0,31.4%,2023,WR,1
11,Amon-Ra St. Brown,DET,6,9,71,11.8,21,1,1,0,0,0,0,1,13.1,13.1,97.2%,2023,WR,1
12,Mike Evans,TB,6,10,66,11.0,28,1,1,0,0,0,0,1,12.6,12.6,94.8%,2023,WR,1
13,Jordan Addison,MIN,4,6,61,15.3,39,1,1,0,0,0,0,1,12.1,12.1,85.1%,2023,WR,1
14,Puka Nacua,LAR,10,15,119,11.9,21,2,0,0,0,0,0,1,11.9,11.9,95.5%,2023,WR,1
15,Tutu Atwell,LAR,6,8,119,19.8,44,2,0,0,0,0,0,1,11.9,11.9,5.2%,2023,WR,1
16,Zay Jones,ARI,5,7,55,11.0,18,0,1,0,0,0,0,1,11.5,11.5,3.6%,2023,WR,1
17,Darnell Mooney,ATL,4,7,53,13.3,23,2,1,0,0,0,0,1,11.3,11.3,67.9%,2023,WR,1
18,Chris Olave,NO,8,10,112,14.0,45,1,0,0,0,0,0,1,11.2,11.2,68.4%,2023,WR,1
19,DeVonta Smith,PHI,7,10,47,6.7,13,0,1,0,0,0,0,1,10.7,10.7,89.2%,2023,WR,1
20,DK Metcalf,SEA,3,5,47,15.7,28,1,1,0,0,0,0,1,10.7,10.7,88.3%,2023,WR,1
21,River Cracraft,MIA,3,5,40,13.3,24,1,1,0,0,0,0,1,10.0,10.0,0.1%,2023,WR,1
22,Garrett Wilson,NYJ,5,5,34,6.8,14,0,1,0,0,0,0,1,9.4,9.4,91.1%,2023,WR,1
23,Courtland Sutton,DEN,4,5,32,8.0,15,0,1,0,0,0,0,1,9.2,9.2,84.6%,2023,WR,1
24,Zay Flowers,BAL,9,10,78,8.7,21,2,0,2,9,0,0,1,8.7,8.7,90.3%,2023,WR,1
25,Rashee Rice,KC,3,5,29,9.7,25,1,1,1,-3,0,0,1,8.6,8.6,42.8%,2023,WR,1
26,KaVontae Turpin,DAL,2,3,11,5.5,7,0,0,3,14,1,0,1,8.5,8.5,6.7%,2023,WR,1
27,Keenan Allen,CHI,6,9,76,12.7,36,1,0,2,6,0,0,1,8.2,8.2,76.2%,2023,WR,1
28,Nico Collins,HOU,6,11,80,13.3,26,1,0,0,0,0,0,1,8.0,8.0,95.3%,2023,WR,1
29,Josh Reynolds,JAC,4,7,80,20.0,33,2,0,0,0,0,0,1,8.0,8.0,1.6%,2023,WR,1
30,A.J. Brown,PHI,7,10,79,11.3,23,1,0,0,0,0,0,1,7.9,7.9,96.7%,2023,WR,1
31,Jaylen Waddle,MIA,4,5,78,19.5,35,2,0,0,0,0,0,1,7.8,7.8,79.3%,2023,WR,1
32,CeeDee Lamb,DAL,4,4,77,19.3,49,1,0,0,0,0,0,1,7.7,7.7,87.2%,2023,WR,1
33,Lil'Jordan Humphrey,DEN,2,2,11,5.5,6,0,1,0,0,0,0,1,7.1,7.1,1.1%,2023,WR,1
34,Trey Palmer,TB,2,3,8,4.0,7,0,1,0,0,0,0,1,6.8,6.8,2.4%,2023,WR,1
35,Davante Adams,FA,6,9,66,11.0,18,0,0,0,0,0,0,1,6.6,6.6,91.0%,2023,WR,1
36,DeAndre Hopkins,KC,7,13,65,9.3,16,0,0,0,0,0,0,1,6.5,6.5,72.8%,2023,WR,1
