Rank,Team,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Joe Burrow,CIN,37,46,80.4,525,11.4,4,0,3,2,11,0,0,1,38.1,38.1,92.1%,2021,QB,16
2,Dak Prescott,DAL,28,39,71.8,330,8.5,4,0,3,4,21,0,0,1,31.3,31.3,37.8%,2021,QB,16
3,Josh Allen,BUF,30,47,63.8,314,6.7,3,0,0,12,64,0,0,1,31.0,31.0,97.2%,2021,QB,16
4,Zach Wilson,DEN,14,22,63.6,102,4.6,1,0,1,4,91,1,0,1,23.2,23.2,0.9%,2021,QB,16
5,Patrick Mahomes II,KC,23,30,76.7,258,8.6,3,0,2,0,0,0,0,1,22.3,22.3,92.9%,2021,QB,16
6,Kyler Murray,ARI,27,43,62.8,245,5.7,1,0,0,4,74,0,0,1,21.9,21.9,84.0%,2021,QB,16
7,Josh Johnson,BAL,28,40,70.0,304,7.6,2,1,1,5,10,0,0,1,20.2,20.2,0.1%,2021,QB,16
8,Aaron Rodgers,NYJ,24,34,70.6,202,5.9,3,0,0,1,-1,0,0,1,20.0,20.0,47.5%,2021,QB,16
9,Justin Herbert,LAC,27,35,77.1,336,9.6,1,2,1,4,15,0,0,1,18.9,18.9,77.4%,2021,QB,16
10,Davis Mills,HOU,21,27,77.8,254,9.4,2,0,1,1,-1,0,0,1,18.1,18.1,0.1%,2021,QB,16
11,Carson Wentz,KC,18,28,64.3,225,8.0,2,0,2,2,4,0,0,1,17.4,17.4,1.1%,2021,QB,16
12,Kirk Cousins,ATL,27,38,71.1,315,8.3,1,1,3,4,17,0,0,1,17.3,17.3,43.6%,2021,QB,16
13,Nick Foles,FA,24,35,68.6,250,7.1,1,0,4,4,8,0,0,1,16.8,16.8,1.3%,2021,QB,16
14,Jalen Hurts,PHI,17,29,58.6,199,6.9,2,0,1,2,7,0,0,1,16.7,16.7,91.6%,2021,QB,16
15,Russell Wilson,PIT,16,27,59.3,181,6.7,2,0,2,2,13,0,0,1,16.5,16.5,48.0%,2021,QB,16
16,Jimmy Garoppolo,LAR,26,35,74.3,322,9.2,1,2,2,1,3,0,0,1,15.2,15.2,2.8%,2021,QB,16
17,Ryan Tannehill,FA,22,29,75.9,209,7.2,1,0,4,3,22,0,0,1,14.6,14.6,1.3%,2021,QB,16
18,Tom Brady,FA,18,30,60.0,232,7.7,1,0,0,1,11,0,0,1,14.4,14.4,5.3%,2021,QB,16
19,Baker Mayfield,TB,21,36,58.3,222,6.2,2,4,5,2,11,0,0,1,14.0,14.0,86.5%,2021,QB,16
20,Matt Ryan,FA,18,24,75.0,215,9.0,1,0,3,4,5,0,0,1,13.1,13.1,0.1%,2021,QB,16
21,Trevor Lawrence,JAC,26,39,66.7,280,7.2,0,0,1,6,37,0,1,1,12.9,12.9,30.9%,2021,QB,16
22,Tua Tagovailoa,MIA,19,26,73.1,198,7.6,1,1,2,1,1,0,0,1,11.0,11.0,62.5%,2021,QB,16
23,Tim Boyle,NYG,24,34,70.6,187,5.5,1,1,0,0,0,0,0,1,10.5,10.5,0.0%,2021,QB,16
24,Matthew Stafford,LAR,21,37,56.8,197,5.3,1,3,0,3,8,0,0,1,9.7,9.7,54.5%,2021,QB,16
25,Derek Carr,NO,20,25,80.0,201,8.0,1,1,2,7,5,0,1,1,9.5,9.5,20.5%,2021,QB,16
26,Sam Darnold,MIN,15,32,46.9,190,5.9,0,0,4,1,11,0,0,1,8.7,8.7,77.4%,2021,QB,16
27,Mike Glennon,FA,17,27,63.0,93,3.4,1,1,0,2,11,0,0,1,7.8,7.8,1.0%,2021,QB,16
28,Ben Roethlisberger,FA,23,35,65.7,159,4.5,1,1,2,0,0,0,1,1,7.4,7.4,9.5%,2021,QB,16
29,Drew Lock,NYG,15,22,68.2,153,7.0,0,0,2,2,10,0,0,1,7.1,7.1,4.4%,2021,QB,16
30,Mac Jones,JAC,14,32,43.8,145,4.5,0,2,1,6,33,0,0,1,7.1,7.1,5.6%,2021,QB,16
31,Cooper Rush,DAL,2,3,66.7,70,23.3,1,0,0,2,0,0,0,1,6.8,6.8,6.1%,2021,QB,16
32,Kyle Allen,PIT,8,10,80.0,67,6.7,1,0,1,0,0,0,0,1,6.7,6.7,1.3%,2021,QB,16
33,Taylor Heinicke,LAC,7,22,31.8,121,5.5,1,2,4,1,-1,0,0,1,6.7,6.7,1.1%,2021,QB,16
34,Cam Newton,FA,7,13,53.8,61,4.7,0,1,3,5,42,0,0,1,5.6,5.6,7.0%,2021,QB,16
35,Ian Book,FA,12,20,60.0,135,6.8,0,2,8,3,6,0,0,1,4.0,4.0,1.0%,2021,QB,16
36,Mason Rudolph,TEN,5,8,62.5,35,4.4,0,0,0,1,17,0,0,1,3.1,3.1,3.0%,2021,QB,16
37,Jake Fromm,DET,6,17,35.3,25,1.5,0,1,2,3,12,0,0,1,1.2,1.2,0.0%,2021,QB,16
38,Blaine Gabbert,FA,0,1,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.3%,2021,QB,16
39,Chad Henne,FA,0,0,0,0,0,0,0,0,2,0,0,0,1,0.0,0.0,0.9%,2021,QB,16
40,Jacoby Brissett,NE,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,3.9%,2021,QB,16
