Rank,Team,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Week
1,Tom Brady,FA,34,45,75.6,432,9.6,3,0,3,3,4,1,0,1,37.7,37.7,5.3%,2022,QB,17
2,Daniel Jones,MIN,19,24,79.2,177,7.4,2,0,0,11,91,2,0,1,36.2,36.2,13.0%,2022,QB,17
3,Jarrett Stidham,DEN,23,34,67.6,365,10.7,3,2,0,7,34,0,0,1,28.0,28.0,1.4%,2022,QB,17
4,Patrick Mahomes II,KC,29,42,69.0,328,7.8,3,1,0,4,8,0,0,1,25.5,25.5,92.9%,2022,QB,17
5,Russell Wilson,PIT,26,38,68.4,222,5.8,1,1,4,4,27,2,1,1,24.6,24.6,48.0%,2022,QB,17
6,Sam Darnold,MIN,23,37,62.2,341,9.2,3,1,2,5,20,0,2,1,22.6,22.6,77.4%,2022,QB,17
7,Jared Goff,DET,21,29,72.4,255,8.8,3,0,1,1,2,0,0,1,22.4,22.4,83.6%,2022,QB,17
8,Deshaun Watson,CLE,9,18,50.0,169,9.4,3,0,5,8,31,0,0,1,21.9,21.9,14.6%,2022,QB,17
9,Brock Purdy,SF,22,35,62.9,284,8.1,2,1,0,2,-3,0,0,1,18.1,18.1,79.2%,2022,QB,17
10,Justin Fields,PIT,7,21,33.3,75,3.6,1,1,7,10,132,0,1,1,17.2,17.2,20.2%,2022,QB,17
11,Geno Smith,SEA,18,29,62.1,183,6.3,2,0,4,5,18,0,0,1,17.1,17.1,49.4%,2022,QB,17
12,Justin Herbert,LAC,21,28,75.0,212,7.6,2,0,0,1,2,0,0,1,16.7,16.7,77.4%,2022,QB,17
13,Aaron Rodgers,NYJ,15,24,62.5,159,6.6,1,0,1,1,2,1,0,1,16.6,16.6,47.5%,2022,QB,17
14,Dak Prescott,DAL,29,41,70.7,282,6.9,2,2,1,3,11,0,1,1,16.4,16.4,37.8%,2022,QB,17
15,Mac Jones,JAC,20,33,60.6,204,6.2,2,0,3,3,1,0,0,1,16.3,16.3,5.6%,2022,QB,17
16,Gardner Minshew II,FA,18,32,56.3,274,8.6,1,1,6,1,0,0,0,1,14.0,14.0,6.2%,2022,QB,17
17,David Blough,FA,24,40,60.0,222,5.6,1,0,2,2,7,0,0,1,13.6,13.6,0.0%,2022,QB,17
18,Joshua Dobbs,SF,20,39,51.3,232,5.9,1,1,2,3,12,0,1,1,11.5,11.5,2.4%,2022,QB,17
19,Kenny Pickett,PHI,15,27,55.6,168,6.2,1,0,2,5,2,0,0,1,10.9,10.9,4.2%,2022,QB,17
20,Kirk Cousins,ATL,18,31,58.1,205,6.6,1,3,2,3,37,0,1,1,10.9,10.9,43.6%,2022,QB,17
21,Tyler Huntley,MIA,14,21,66.7,130,6.2,1,1,1,7,24,0,0,1,10.6,10.6,1.8%,2022,QB,17
22,Teddy Bridgewater,DET,12,19,63.2,161,8.5,1,1,1,1,6,0,0,1,10.0,10.0,0.8%,2022,QB,17
23,Davis Mills,HOU,22,40,55.0,202,5.1,0,0,1,4,33,0,1,1,9.4,9.4,0.1%,2022,QB,17
24,Carson Wentz,KC,16,28,57.1,143,5.1,0,3,3,3,7,1,0,1,9.4,9.4,1.1%,2022,QB,17
25,Sam Ehlinger,IND,9,14,64.3,60,4.3,1,0,1,1,12,0,0,1,7.6,7.6,0.0%,2022,QB,17
26,Skylar Thompson,PIT,12,21,57.1,104,5.0,1,1,1,1,4,0,0,1,7.6,7.6,2.0%,2022,QB,17
27,Andy Dalton,CAR,18,22,81.8,205,9.3,0,1,6,2,-2,0,0,1,7.0,7.0,2.5%,2022,QB,17
28,Joe Burrow,CIN,4,4,100.0,52,13.0,1,0,0,1,2,0,0,1,6.3,6.3,92.1%,2022,QB,17
29,Nick Mullens,MIN,4,4,100.0,57,14.3,1,0,0,0,0,0,0,1,6.3,6.3,0.6%,2022,QB,17
30,Desmond Ridder,LV,19,26,73.1,169,6.5,0,0,1,4,9,0,1,1,5.7,5.7,2.0%,2022,QB,17
31,Mike White,BUF,23,46,50.0,240,5.2,0,2,4,0,0,0,1,1,5.6,5.6,1.0%,2022,QB,17
32,Trevor Lawrence,JAC,17,21,81.0,152,7.2,0,1,1,2,4,0,0,1,5.5,5.5,30.9%,2022,QB,17
33,Baker Mayfield,TB,11,19,57.9,132,6.9,0,0,3,3,8,0,1,1,4.1,4.1,86.5%,2022,QB,17
34,Nick Foles,FA,8,13,61.5,81,6.2,0,1,1,1,8,0,0,1,3.0,3.0,1.3%,2022,QB,17
35,Josh Allen,BUF,3,6,50.0,33,5.5,0,0,0,2,14,0,0,1,2.7,2.7,97.2%,2022,QB,17
36,Chase Daniel,FA,3,3,100.0,27,9.0,0,0,0,0,0,0,0,1,1.1,1.1,0.0%,2022,QB,17
37,Jeff Driskel,WAS,3,4,75.0,9,2.3,0,0,1,2,7,0,0,1,1.1,1.1,0.0%,2022,QB,17
38,Jordan Love,GB,2,3,66.7,9,3.0,0,0,0,1,-1,0,0,1,0.3,0.3,81.9%,2022,QB,17
39,C.J. Beathard,JAC,5,8,62.5,29,3.6,0,1,1,0,0,0,0,1,0.2,0.2,0.0%,2022,QB,17
40,Jacoby Brissett,NE,0,0,0,0,0,0,0,0,1,2,0,0,1,0.2,0.2,3.9%,2022,QB,17
41,Taysom Hill,NO,2,2,100.0,24,12.0,0,0,1,14,46,1,0,1,0.0,0.0,27.7%,2022,QB,17
42,Nate Sudfeld,FA,0,0,0,0,0,0,0,1,3,-3,0,0,1,-0.3,-0.3,0.0%,2022,QB,17
